pool,field0_hex,candidate_rank,xml_tag,files_tested,both_nonzero,nonzero_exact,all_file_exact_rate,pearson,score
others,0x00be,1,playDefs,375,375,375,1.0000,0.000000,2.000000
others,0x00be,2,moviePlayerState,375,374,374,0.9973,0.000000,1.997333
others,0x00be,3,hpOptions,375,372,372,0.9920,0.000000,1.992000
others,0x00bf,1,shapeExprDef,375,42,38,0.7307,0.319983,2.050649
others,0x00bf,2,playDumpShape,375,42,41,0.7520,0.210445,1.962445
others,0x00bf,3,drumStaff,375,11,6,0.8693,-0.009005,1.160329
others,0x00c0,1,playDumpText,375,336,185,0.5040,0.995537,2.499537
others,0x00c0,2,textExprDef,375,336,182,0.4960,0.995547,2.491547
others,0x00c0,3,textExpressionEnclosure,375,284,40,0.1173,0.911243,2.028576
others,0x00c2,1,namePosAbbrvStyle,375,336,129,0.3520,0.430503,1.782503
others,0x00c2,2,namePosFullStyle,375,336,130,0.3547,0.227251,1.581918
others,0x00c2,3,timeUpper,375,184,117,0.3200,0.146279,1.466279
others,0x00cb,1,repeatBack,375,19,19,1.0000,1.000000,2.950000
others,0x00cb,2,repeatEndingStart,375,9,2,0.9547,0.537081,1.591748
others,0x00cb,3,repeatPassList,375,8,1,0.9520,0.496652,1.498652
others,0x00cc,1,repeatEndingStart,375,9,9,1.0000,1.000000,2.450000
others,0x00cc,2,repeatPassList,375,8,7,0.9947,0.961276,2.305942
others,0x00cc,3,repeatEndingText,375,6,2,0.9813,0.888350,1.969683
others,0x00cd,1,repeatEndingText,375,6,5,0.9973,0.961921,2.209254
others,0x00cd,2,repeatPassList,375,5,3,0.9840,0.915642,2.049642
others,0x00cd,3,repeatEndingStart,375,6,3,0.9840,0.904823,2.038823
others,0x00ce,1,repeatPassList,375,8,8,1.0000,1.000000,2.400000
others,0x00ce,2,repeatEndingStart,375,8,7,0.9947,0.961276,2.305942
others,0x00ce,3,repeatEndingText,375,5,2,0.9813,0.915979,1.997313
others,0x00cf,1,repeatStaffListScoreOverride,375,8,0,0.8800,0.506082,1.386082
others,0x00cf,2,repeatStaffListPartsOverride,375,10,0,0.8800,0.485516,1.365516
others,0x00cf,3,filePath,375,4,0,0.9440,0.417322,1.361322
others,0x00d5,1,shapeList,375,375,372,0.9920,1.000000,2.992000
others,0x00d5,2,shapeData,375,375,371,0.9893,1.000000,2.989333
others,0x00d5,3,shapeDef,375,375,3,0.0080,0.919675,1.077675
others,0x00d6,1,shapeDef,375,375,369,0.9840,0.998675,2.982675
others,0x00d6,2,layerAtts,375,375,106,0.2827,0.000000,1.282667
others,0x00d6,3,shapeData,375,375,3,0.0080,0.922135,1.080135
others,0x00d7,1,shapeList,375,375,372,0.9920,1.000000,2.992000
others,0x00d7,2,shapeData,375,375,371,0.9893,1.000000,2.989333
others,0x00d7,3,shapeDef,375,375,3,0.0080,0.919675,1.077675
others,0x00d9,1,smartShape,375,226,206,0.9467,0.997870,2.944537
others,0x00d9,2,smartShapeMeasMark,375,224,18,0.4453,0.990526,2.335859
others,0x00d9,3,measExprAssign,375,221,5,0.0453,0.901700,1.197033
others,0x00da,1,smartShape,375,224,17,0.4427,0.936211,2.228878
others,0x00da,2,smartShapeMeasMark,375,224,10,0.4293,0.935906,1.865240
others,0x00da,3,beatChart,375,193,0,0.2907,0.888020,1.178687
others,0x00db,1,repeatStaffListScore,375,31,21,0.4213,0.182931,1.604264
others,0x00db,2,repeatStaffListName,375,31,21,0.4213,0.182931,1.604264
others,0x00db,3,repeatStaffListParts,375,31,23,0.4267,0.166510,1.593177
others,0x00dd,1,splitMeas,375,4,4,1.0000,1.000000,2.200000
others,0x00dd,2,repeatStaffListScoreOverride,375,3,3,0.9040,0.038471,1.092471
others,0x00dd,3,repeatStaffListPartsOverride,375,3,3,0.8987,0.041675,1.090341
others,0x00de,1,ssLineStyle,375,375,375,1.0000,1.000000,3.000000
others,0x00de,2,staffStyle,375,369,9,0.0240,0.942200,1.416200
others,0x00de,3,metaKeySig,375,369,4,0.0107,0.977220,1.187886
others,0x00df,1,staffSystemSpec,375,375,375,1.0000,1.000000,3.000000
others,0x00df,2,pageSpec,375,375,24,0.0640,0.683517,1.747517
others,0x00df,3,partGlobals,375,375,18,0.0480,0.705851,1.653851
others,0x00e1,1,repeatStaffListScore,375,228,228,1.0000,1.000000,3.000000
others,0x00e1,2,repeatStaffListName,375,228,228,1.0000,1.000000,3.000000
others,0x00e1,3,repeatStaffListParts,375,228,191,0.9013,0.938650,2.839983
others,0x00e2,1,repeatStaffListParts,375,228,228,1.0000,1.000000,3.000000
others,0x00e2,2,repeatStaffListScore,375,228,191,0.9013,0.938650,2.839983
others,0x00e2,3,repeatStaffListName,375,228,191,0.9013,0.938650,2.839983
others,0x00e3,1,repeatStaffListPartsOverride,375,40,25,0.9600,0.928896,2.888896
others,0x00e3,2,repeatStaffListScoreOverride,375,38,19,0.9440,0.892478,2.786478
others,0x00e3,3,fstKeyFlats,375,40,20,0.4320,0.239648,1.671648
others,0x00e4,1,repeatStaffListScore,375,228,228,1.0000,1.000000,3.000000
others,0x00e4,2,repeatStaffListName,375,228,228,1.0000,1.000000,3.000000
others,0x00e4,3,repeatStaffListParts,375,228,191,0.9013,0.938650,2.839983
others,0x00e5,1,repeatStaffListScoreOverride,375,38,23,0.9600,0.932583,2.892583
others,0x00e5,2,repeatStaffListPartsOverride,375,38,19,0.9440,0.913619,2.807619
others,0x00e5,3,playDumpShape,375,35,4,0.6453,0.717831,1.563165
others,0x00e6,1,staffPlayData,375,375,358,0.9547,0.998834,2.953501
others,0x00e6,2,textExpressionEnclosure,375,319,20,0.0533,0.812370,1.865703
others,0x00e6,3,playbackRouteName,375,375,89,0.2373,0.269551,1.506884
others,0x00e7,1,staffSpec,375,375,359,0.9573,0.994983,2.952317
others,0x00e7,2,partDef,375,375,32,0.0853,0.814734,1.900067
others,0x00e7,3,channelPlayData,375,195,18,0.0480,0.797968,1.745968
others,0x00e8,1,staffStyle,375,369,338,0.9173,0.987699,2.905033
others,0x00e8,2,fontName,375,369,75,0.2000,0.780677,1.980677
others,0x00e8,3,namePosFullStyle,375,336,167,0.4613,0.402229,1.863562
others,0x00e9,1,staffStyleAssign,375,61,17,0.8773,0.750832,2.478165
others,0x00e9,2,drumStaff,375,8,4,0.8053,0.736463,1.741797
others,0x00e9,3,namePosFull,375,52,15,0.3093,0.643568,1.702902
others,0x00eb,1,shapeExprDef,375,137,108,0.9173,0.684722,2.602055
others,0x00eb,2,playDumpShape,375,132,100,0.8960,0.670643,2.566643
others,0x00eb,3,textExpressionEnclosure,375,103,21,0.1147,0.760255,1.874922
others,0x00ed,1,timeLower,375,4,4,1.0000,1.000000,2.200000
others,0x00ed,2,metaTuplet,375,3,0,0.7440,0.096522,0.840522
others,0x00ed,3,execShape,375,4,1,0.6240,0.065675,0.739675
others,0x00ee,1,timeUpper,375,184,184,1.0000,1.000000,3.000000
others,0x00ee,2,keysAttrib,375,136,111,0.8053,0.131955,1.937288
others,0x00ee,3,categoryStaffListName,375,43,30,0.5893,0.210354,1.799687
others,0x00f0,1,tempoDef,375,19,6,0.9653,0.572349,1.837682
others,0x00f0,2,metaTuplet,375,7,0,0.7147,0.349739,1.064405
others,0x00f0,3,staffStyleAssign,375,4,0,0.7920,0.103845,0.895845
others,0x00f1,1,textExprDef,375,371,305,0.8240,0.998537,2.822537
others,0x00f1,2,playDumpText,375,371,302,0.8160,0.998533,2.814533
others,0x00f1,3,staffStyle,375,368,40,0.1147,0.041832,1.156499
others,0x00f2,1,textExpressionEnclosure,375,319,309,0.9733,0.999890,2.973223
others,0x00f2,2,staffPlayData,375,319,20,0.0533,0.812542,1.865875
others,0x00f2,3,repeatStaffListParts,375,191,102,0.3227,0.322098,1.644765
others,0x00f3,1,textRepeatAssign,375,7,7,1.0000,1.000000,2.350000
others,0x00f3,2,repeatBack,375,3,1,0.9413,0.282763,1.274097
others,0x00f3,3,textRepeatText,375,7,4,0.6187,0.072991,0.891657
others,0x00f4,1,textRepeatText,375,147,147,1.0000,1.000000,3.000000
others,0x00f4,2,textRepeatDef,375,147,147,1.0000,1.000000,3.000000
others,0x00f4,3,metaRepeat,375,140,137,0.9707,0.992391,2.963058
others,0x00f6,1,textRepeatText,375,147,147,1.0000,1.000000,3.000000
others,0x00f6,2,textRepeatDef,375,147,147,1.0000,1.000000,3.000000
others,0x00f6,3,metaRepeat,375,140,137,0.9707,0.992391,2.963058
others,0x00f7,1,keysAttrib,375,122,122,0.8373,0.622089,2.459422
others,0x00f7,2,metaStaffStyle,375,168,41,0.2587,0.798399,2.057066
others,0x00f7,3,categoryStaffListName,375,38,33,0.6240,0.373464,1.997464
others,0x0112,1,viSetup,375,354,354,1.0000,1.000000,3.000000
others,0x0112,2,playDefs,375,354,354,0.9440,0.000000,1.944000
others,0x0112,3,moviePlayerState,375,353,353,0.9413,-0.012594,1.928739
others,0x0115,1,audioUnitInfo,375,133,133,1.0000,1.000000,3.000000
others,0x0115,2,markingsDialogList,375,130,118,0.9387,0.871294,2.809961
others,0x0115,3,metaTuplet,375,84,76,0.8187,0.544871,2.363538
others,0x011a,1,partDef,375,375,375,1.0000,1.000000,3.000000
others,0x011a,2,partGlobals,375,375,322,0.8587,0.692318,2.550985
others,0x011a,3,channelPlayData,375,195,126,0.3360,0.973992,2.309992
others,0x011b,1,viSetup,375,334,334,0.9227,0.423778,2.346445
others,0x011b,2,hpOptions,375,343,343,0.9227,0.294009,2.216676
others,0x011b,3,moviePlayerState,375,343,343,0.9173,0.169292,2.086625
others,0x0122,1,moviePlayerState,375,374,374,1.0000,1.000000,3.000000
others,0x0122,2,hpOptions,375,372,372,0.9947,0.575804,2.570471
others,0x0122,3,playDefs,375,374,374,0.9973,0.000000,1.997333
others,0x012c,1,keysAttrib,375,132,126,0.9573,0.783667,2.741000
others,0x012c,2,categoryStaffListName,375,43,38,0.7333,0.470152,2.203485
others,0x012c,3,audioUnitInfo,375,130,13,0.6587,0.873041,2.181708
others,0x012d,1,markingsCategoryName,375,166,166,0.4427,0.566852,2.009519
others,0x012d,2,markingsCategory,375,166,166,0.4427,0.566852,2.009519
others,0x012d,3,fretStyle,375,166,64,0.1707,0.832936,2.003603
others,0x012e,1,markingsCategoryName,375,166,166,0.4427,0.566852,2.009519
others,0x012e,2,markingsCategory,375,166,166,0.4427,0.566852,2.009519
others,0x012e,3,fretStyle,375,166,64,0.1707,0.832936,2.003603
others,0x012f,1,categoryStaffListName,375,43,43,0.9893,0.822946,2.812279
others,0x012f,2,keysAttrib,375,43,38,0.7280,0.263992,1.991992
others,0x012f,3,timeUpper,375,43,30,0.5787,0.159201,1.737868
others,0x0130,1,markingsCategoryName,375,166,52,0.1387,0.428824,1.567490
others,0x0130,2,markingsCategory,375,166,52,0.1387,0.428824,1.567490
others,0x0130,3,execShape,375,136,3,0.5493,0.837546,1.536879
others,0x0132,1,markingsCategoryName,375,166,52,0.1387,0.428824,1.567490
others,0x0132,2,markingsCategory,375,166,52,0.1387,0.428824,1.567490
others,0x0132,3,execShape,375,136,3,0.5493,0.837546,1.536879
others,0x0139,1,metaShape,375,133,3,0.6240,0.987326,1.761326
others,0x0139,2,drumLibName,375,137,137,0.4293,0.199516,1.628849
others,0x0139,3,fretboardSymbol,375,134,0,0.6320,0.982479,1.614479
others,0x013a,1,percMapRef,375,15,15,0.9973,0.913265,2.660598
others,0x013a,2,finnamFilePath,375,15,15,0.9973,0.913265,2.660598
others,0x013a,3,finnamFileDesc,375,15,15,0.9973,0.913265,2.660598
others,0x013b,1,volumeValue,375,136,136,1.0000,1.000000,3.000000
others,0x013b,2,metaRepeat,375,132,129,0.9573,0.925594,2.882928
others,0x013b,3,textRepeatText,375,131,129,0.9387,0.914181,2.852848
others,0x013c,1,bypassFxValue,375,136,136,1.0000,1.000000,3.000000
others,0x013c,2,volumeValue,375,136,0,0.6373,1.000000,1.637333
others,0x013c,3,fretboardSymbol,375,131,0,0.6267,0.948017,1.574683
others,0x013d,1,percMapRef,375,15,15,0.9973,0.913265,2.660598
others,0x013d,2,finnamFilePath,375,15,15,0.9973,0.913265,2.660598
others,0x013d,3,finnamFileDesc,375,15,15,0.9973,0.913265,2.660598
others,0x013e,1,percMapRef,375,15,15,0.9973,0.913265,2.660598
others,0x013e,2,finnamFilePath,375,15,15,0.9973,0.913265,2.660598
others,0x013e,3,finnamFileDesc,375,15,15,0.9973,0.913265,2.660598
others,0x0141,1,drumLayoutPmmRef,375,6,6,0.9627,0.936843,2.199510
others,0x0141,2,drumStaff,375,3,3,0.9360,-0.001366,1.084634
others,0x0141,3,repeatStaffListScoreOverride,375,3,3,0.8987,-0.006339,1.042327
others,0x0142,1,multiStaffInstGroup,375,83,83,0.8293,0.698748,2.528081
others,0x0142,2,audioUnitInfo,375,73,66,0.7947,0.575038,2.369705
others,0x0142,3,markingsDialogList,375,76,71,0.8027,0.558065,2.360732
others,0x0143,1,multiStaffGroupID,375,83,83,0.8293,0.838471,2.667804
others,0x0143,2,keysAttrib,375,72,65,0.7813,0.443784,2.225117
others,0x0143,3,multiStaffInstGroup,375,83,12,0.6400,0.672108,1.912108
others,0x0144,1,stylePlayData,375,3,3,0.9973,0.973214,2.120548
others,0x0144,2,multiStaffGroupID,375,3,3,0.6160,0.186915,0.952915
others,0x0144,3,staffStyleAssign,375,3,0,0.8320,0.059372,0.891372
